L1,C,L1L2,L2,AaA,LoR,Edu.day,Sex,Family,ISO639.3,Enroll,Speaking,morph,lex,new_feat,new_sounds,NotMono
Albanian,Albania,AlbanianEnglish,English,27,2,4,Female,Indo-European,sqi,78,557,0.0412,0.595079,11,21,TRUE
Albanian,Yugoslavia,AlbanianCroatian,Croatian,35,4,4,Female,Indo-European,sqi,85,460,0.0412,0.595079,11,21,TRUE
Albanian,Yugoslavia,AlbanianEnglish,English,17,3,2,Female,Indo-European,sqi,85,560,0.0412,0.595079,11,21,TRUE
Albanian,Albania,AlbanianMonolingual,Monolingual,33,3,3,Male,Indo-European,sqi,78,458,0.0412,0.595079,11,21,FALSE
Albanian,Yugoslavia,AlbanianEnglish,English,19,6,3,Male,Indo-European,sqi,85,529,0.0412,0.595079,11,21,TRUE
Albanian,Albania,AlbanianEnglish,English,21,2,3,Female,Indo-European,sqi,78,542,0.0412,0.595079,11,21,TRUE
Albanian,Albania,AlbanianItalian,Italian,33,1,3,Male,Indo-European,sqi,78,508,0.0412,0.595079,11,21,TRUE
Albanian,Albania,AlbanianItalian,Italian,25,8,3,Male,Indo-European,sqi,78,532,0.0412,0.595079,11,21,TRUE
Albanian,Yugoslavia,AlbanianMonolingual,Monolingual,25,16,2,Female,Indo-European,sqi,85,508,0.0412,0.595079,11,21,FALSE
Albanian,Yugoslavia,AlbanianMonolingual,Monolingual,16,5,2,Male,Indo-European,sqi,85,517,0.0412,0.595079,11,21,FALSE
Amharic,Ethiopia,AmharicEnglish,English,28,5,3,Male,Afro-Asiatic,amh,25,490,0.0657,0.595079,18,19,TRUE
Amharic,Ethiopia,AmharicEnglish,English,29,5,4,Female,Afro-Asiatic,amh,25,527,0.0657,0.595079,18,19,TRUE
Amharic,Ethiopia,AmharicEnglish,English,39,1,4,Male,Afro-Asiatic,amh,25,497,0.0657,0.595079,18,19,TRUE
Amharic,Ethiopia,AmharicEnglish,English,16,5,3,Male,Afro-Asiatic,amh,25,482,0.0657,0.595079,18,19,TRUE
Amharic,Ethiopia,AmharicEnglish,English,37,4,4,Male,Afro-Asiatic,amh,25,477,0.0657,0.595079,18,19,TRUE
Amharic,Ethiopia,AmharicEnglish,English,28,3,4,Male,Afro-Asiatic,amh,25,451,0.0657,0.595079,18,19,TRUE
Amharic,Ethiopia,AmharicEnglish,English,27,3,4,Male,Afro-Asiatic,amh,25,511,0.0657,0.595079,18,19,TRUE
Amharic,Ethiopia,AmharicEnglish,English,18,12,3,Female,Afro-Asiatic,amh,25,473,0.0657,0.595079,18,19,TRUE
Amharic,Ethiopia,AmharicEnglish,English,22,3,3,Female,Afro-Asiatic,amh,25,499,0.0657,0.595079,18,19,TRUE
Amharic,Ethiopia,AmharicEnglish,English,28,5,3,Male,Afro-Asiatic,amh,25,466,0.0657,0.595079,18,19,TRUE
Arabic,Iraq,ArabicEnglish,English,34,2,4,Male,Afro-Asiatic,ara,47,527,0.0638,0.595079,21,24,TRUE
Arabic,Iraq,ArabicRussian,Russian,33,3,4,Male,Afro-Asiatic,ara,47,429,0.0638,0.595079,21,24,TRUE
Arabic,Iraq,ArabicEnglish,English,25,3,4,Male,Afro-Asiatic,ara,47,502,0.0638,0.595079,21,24,TRUE
Arabic,Iraq,ArabicEnglish,English,36,3,4,Male,Afro-Asiatic,ara,47,479,0.0638,0.595079,21,24,TRUE
Arabic,Syria,ArabicMonolingual,Monolingual,22,2,1,Female,Afro-Asiatic,ara,67,604,0.0638,0.595079,21,24,FALSE
Arabic,Morocco,ArabicSpanish,Spanish,22,3,3,Male,Afro-Asiatic,ara,49,466,0.0638,0.595079,21,24,TRUE
Arabic,Morocco,ArabicFrench,French,35,5,3,Male,Afro-Asiatic,ara,49,530,0.0638,0.595079,21,24,TRUE
Arabic,Morocco,ArabicFrench,French,27,1,1,Male,Afro-Asiatic,ara,49,461,0.0638,0.595079,21,24,TRUE
Arabic,Morocco,ArabicEnglish,English,19,10,4,Female,Afro-Asiatic,ara,49,489,0.0638,0.595079,21,24,TRUE
Arabic,Morocco,ArabicFrench,French,22,0,3,Male,Afro-Asiatic,ara,49,496,0.0638,0.595079,21,24,TRUE
Armenian,Iraq,ArmenianEnglish,English,12,11,1,Female,Indo-European,hye,47,560,0.0298,0.492995,21,23,TRUE
Armenian,Armenia,ArmenianRussian,Russian,26,8,1,Female,Indo-European,hye,88,507,0.0298,0.492995,21,23,TRUE
Armenian,USSR,ArmenianRussian,Russian,24,6,3,Male,Indo-European,hye,90,501,0.0298,0.492995,21,23,TRUE
Armenian,Armenia,ArmenianEnglish,English,23,4,3,Female,Indo-European,hye,88,495,0.0298,0.492995,21,23,TRUE
Armenian,Azerbaijan,ArmenianRussian,Russian,25,9,2,Female,Indo-European,hye,84,552,0.0298,0.492995,21,23,TRUE
Armenian,USSR,ArmenianEnglish,English,34,4,4,Female,Indo-European,hye,90,538,0.0298,0.492995,21,23,TRUE
Armenian,Turkey,ArmenianRussian,Russian,22,10,1,Female,Indo-European,hye,79,526,0.0298,0.492995,21,23,TRUE
Armenian,Iran,ArmenianPersian,Persian,25,4,3,Female,Indo-European,hye,77,474,0.0298,0.492995,21,23,TRUE
Armenian,Armenia,ArmenianGerman,German,31,1,3,Female,Indo-European,hye,88,512,0.0298,0.492995,21,23,TRUE
Armenian,USSR,ArmenianTurkish,Turkish,17,4,2,Female,Indo-European,hye,90,525,0.0298,0.492995,21,23,TRUE
Bosnian,BosniaandHerzegovina,BosnianGerman,German,27,2,4,Female,Indo-European,bos,91,512,0.0638,0.395005,11,19,TRUE
Bosnian,BosniaandHerzegovina,BosnianEnglish,English,24,2,3,Female,Indo-European,bos,91,493,0.0638,0.395005,11,19,TRUE
Bosnian,BosniaandHerzegovina,BosnianEnglish,English,29,16,3,Male,Indo-European,bos,91,523,0.0638,0.395005,11,19,TRUE
Bosnian,BosniaandHerzegovina,BosnianMonolingual,Monolingual,22,2,3,Male,Indo-European,bos,91,525,0.0638,0.395005,11,19,FALSE
Bosnian,BosniaandHerzegovina,BosnianEnglish,English,8,12,3,Female,Indo-European,bos,91,533,0.0638,0.395005,11,19,TRUE
Bosnian,BosniaandHerzegovina,BosnianRussian,Russian,25,10,3,Female,Indo-European,bos,91,568,0.0638,0.395005,11,19,TRUE
Bosnian,BosniaandHerzegovina,BosnianGerman,German,26,1,3,Female,Indo-European,bos,91,602,0.0638,0.395005,11,19,TRUE
Bosnian,BosniaandHerzegovina,BosnianEnglish,English,28,1,4,Female,Indo-European,bos,91,549,0.0638,0.395005,11,19,TRUE
Bosnian,BosniaandHerzegovina,BosnianMonolingual,Monolingual,37,13,3,Female,Indo-European,bos,91,511,0.0638,0.395005,11,19,FALSE
Bosnian,BosniaandHerzegovina,BosnianEnglish,English,24,3,4,Male,Indo-European,bos,91,512,0.0638,0.395005,11,19,TRUE
Bulgarian,Bulgaria,BulgarianEnglish,English,21,3,2,Female,Indo-European,bul,90,549,0.0642,0.411091,12,21,TRUE
Bulgarian,Bulgaria,BulgarianEnglish,English,19,2,3,Female,Indo-European,bul,90,529,0.0642,0.411091,12,21,TRUE
Bulgarian,Bulgaria,BulgarianEnglish,English,30,1,4,Female,Indo-European,bul,90,523,0.0642,0.411091,12,21,TRUE
Bulgarian,Bulgaria,BulgarianEnglish,English,42,3,3,Female,Indo-European,bul,90,480,0.0642,0.411091,12,21,TRUE
Bulgarian,Bulgaria,BulgarianEnglish,English,34,4,4,Female,Indo-European,bul,90,567,0.0642,0.411091,12,21,TRUE
Bulgarian,Bulgaria,BulgarianMonolingual,Monolingual,31,2,3,Male,Indo-European,bul,90,599,0.0642,0.411091,12,21,FALSE
Bulgarian,Bulgaria,BulgarianGerman,German,39,3,4,Female,Indo-European,bul,90,460,0.0642,0.411091,12,21,TRUE
Bulgarian,Bulgaria,BulgarianEnglish,English,20,1,3,Female,Indo-European,bul,90,517,0.0642,0.411091,12,21,TRUE
Bulgarian,Bulgaria,BulgarianEnglish,English,33,3,4,Female,Indo-European,bul,90,509,0.0642,0.411091,12,21,TRUE
Bulgarian,Bulgaria,BulgarianEnglish,English,24,2,4,Female,Indo-European,bul,90,542,0.0642,0.411091,12,21,TRUE
Byelorussian,Belarus,ByelorussianGerman,German,29,8,3,Female,Indo-European,bel,96,592,0.0468,0.398188,12,22,TRUE
Byelorussian,Belarus,ByelorussianEnglish,English,27,2,4,Female,Indo-European,bel,96,521,0.0468,0.398188,12,22,TRUE
Byelorussian,USSR,ByelorussianRussian,Russian,46,4,3,Female,Indo-European,bel,90,498,0.0468,0.398188,12,22,TRUE
Byelorussian,Belarus,ByelorussianGerman,German,22,3,3,Female,Indo-European,bel,96,501,0.0468,0.398188,12,22,TRUE
Byelorussian,Belarus,ByelorussianEnglish,English,23,5,4,Female,Indo-European,bel,96,515,0.0468,0.398188,12,22,TRUE
Byelorussian,Yugoslavia,ByelorussianEnglish,English,25,3,4,Female,Indo-European,bel,85,561,0.0468,0.398188,12,22,TRUE
Byelorussian,Belarus,ByelorussianEnglish,English,24,3,4,Female,Indo-European,bel,96,577,0.0468,0.398188,12,22,TRUE
Byelorussian,Belarus,ByelorussianEnglish,English,27,4,4,Female,Indo-European,bel,96,521,0.0468,0.398188,12,22,TRUE
Byelorussian,UnitedKingdom,ByelorussianGerman,German,32,1,1,Female,Indo-European,bel,105,550,0.0468,0.398188,12,22,TRUE
Byelorussian,Belarus,ByelorussianEnglish,English,30,1,3,Female,Indo-European,bel,96,535,0.0468,0.398188,12,22,TRUE
Catalan,Spain,CatalanSpanish,Spanish,21,3,4,Female,Indo-European,cat,118,528,0.0193,0.39545,17,19,TRUE
Catalan,Spain,CatalanEnglish,English,25,1,3,Male,Indo-European,cat,118,558,0.0193,0.39545,17,19,TRUE
Catalan,Spain,CatalanRomansch,Romansch,27,4,1,Female,Indo-European,cat,118,529,0.0193,0.39545,17,19,TRUE
Catalan,Spain,CatalanEnglish,English,23,1,4,Male,Indo-European,cat,118,523,0.0193,0.39545,17,19,TRUE
Catalan,Spain,CatalanEnglish,English,29,1,4,Female,Indo-European,cat,118,516,0.0193,0.39545,17,19,TRUE
Catalan,Spain,CatalanSpanish,Spanish,30,1,4,Female,Indo-European,cat,118,500,0.0193,0.39545,17,19,TRUE
Catalan,Spain,CatalanSpanish,Spanish,21,1,3,Female,Indo-European,cat,118,511,0.0193,0.39545,17,19,TRUE
Catalan,Spain,CatalanSpanish,Spanish,40,3,1,Female,Indo-European,cat,118,497,0.0193,0.39545,17,19,TRUE
Catalan,Spain,CatalanEnglish,English,35,1,4,Female,Indo-European,cat,118,518,0.0193,0.39545,17,19,TRUE
Catalan,Spain,CatalanEnglish,English,21,3,4,Female,Indo-European,cat,118,520,0.0193,0.39545,17,19,TRUE
Croatian,Croatia,CroatianEnglish,English,30,2,3,Female,Indo-European,hrv,93,516,0.0638,0.395005,11,19,TRUE
Croatian,Yugoslavia,CroatianEnglish,English,30,4,4,Female,Indo-European,hrv,85,539,0.0638,0.395005,11,19,TRUE
Croatian,Yugoslavia,CroatianGerman,German,37,2,4,Female,Indo-European,hrv,85,519,0.0638,0.395005,11,19,TRUE
Croatian,Yugoslavia,CroatianEnglish,English,27,1,4,Female,Indo-European,hrv,85,503,0.0638,0.395005,11,19,TRUE
Croatian,Yugoslavia,CroatianMonolingual,Monolingual,37,2,3,Male,Indo-European,hrv,85,485,0.0638,0.395005,11,19,FALSE
Croatian,Yugoslavia,CroatianEnglish,English,18,3,3,Male,Indo-European,hrv,85,506,0.0638,0.395005,11,19,TRUE
Croatian,Yugoslavia,CroatianEnglish,English,33,7,4,Male,Indo-European,hrv,85,488,0.0638,0.395005,11,19,TRUE
Croatian,Yugoslavia,CroatianEnglish,English,26,3,3,Female,Indo-European,hrv,85,514,0.0638,0.395005,11,19,TRUE
Croatian,Yugoslavia,CroatianEnglish,English,21,3,3,Male,Indo-European,hrv,85,527,0.0638,0.395005,11,19,TRUE
Croatian,Yugoslavia,CroatianMonolingual,Monolingual,28,17,3,Male,Indo-European,hrv,85,498,0.0638,0.395005,11,19,FALSE
Czech,Czechslowakia,CzechEnglish,English,32,1,3,Female,Indo-European,ces,90,475,0.054,0.38518,9,15,TRUE
Czech,Czechslowakia,CzechMonolingual,Monolingual,35,1,3,Female,Indo-European,ces,90,516,0.054,0.38518,9,15,FALSE
Czech,Czechslowakia,CzechEnglish,English,21,2,3,Female,Indo-European,ces,90,522,0.054,0.38518,9,15,TRUE
Czech,Czechslowakia,CzechEnglish,English,23,4,3,Female,Indo-European,ces,90,521,0.054,0.38518,9,15,TRUE
Czech,Czechslowakia,CzechEnglish,English,20,1,3,Female,Indo-European,ces,90,576,0.054,0.38518,9,15,TRUE
Czech,CzechRepublic,CzechGerman,German,21,3,3,Female,Indo-European,ces,95,546,0.054,0.38518,9,15,TRUE
Czech,Czechslowakia,CzechEnglish,English,20,3,3,Female,Indo-European,ces,90,604,0.054,0.38518,9,15,TRUE
Czech,Czechslowakia,CzechEnglish,English,23,0,1,Male,Indo-European,ces,90,522,0.054,0.38518,9,15,TRUE
Czech,Czechslowakia,CzechEnglish,English,23,0,3,Female,Indo-European,ces,90,525,0.054,0.38518,9,15,TRUE
Czech,CzechRepublic,CzechGerman,German,28,0,4,Female,Indo-European,ces,95,535,0.054,0.38518,9,15,TRUE
English,UnitedStates,EnglishMonolingual,Monolingual,22,3,3,Female,Indo-European,eng,94,534,0.0094,0.083191,11,19,FALSE
English,UnitedKingdom,EnglishMonolingual,Monolingual,30,6,4,Male,Indo-European,eng,105,538,0.0094,0.083191,11,19,FALSE
English,India,EnglishFrench,French,24,1,4,Female,Indo-European,eng,54,528,0.0094,0.083191,11,19,TRUE
English,Malaysia,EnglishChinese,Chinese,24,1,3,Female,Indo-European,eng,69,501,0.0094,0.083191,11,19,TRUE
English,Italy,EnglishPortugese,Portugese,13,5,3,Male,Indo-European,eng,99,585,0.0094,0.083191,11,19,TRUE
English,UnitedStates,EnglishMonolingual,Monolingual,28,3,3,Male,Indo-European,eng,94,516,0.0094,0.083191,11,19,FALSE
English,UnitedStates,EnglishMonolingual,Monolingual,26,1,4,Female,Indo-European,eng,94,556,0.0094,0.083191,11,19,FALSE
English,UnitedStates,EnglishMonolingual,Monolingual,22,2,4,Female,Indo-European,eng,94,564,0.0094,0.083191,11,19,FALSE
English,UnitedStates,EnglishMonolingual,Monolingual,36,2,1,Female,Indo-European,eng,94,553,0.0094,0.083191,11,19,FALSE
English,UnitedKingdom,EnglishMonolingual,Monolingual,38,2,1,Female,Indo-European,eng,105,502,0.0094,0.083191,11,19,FALSE
Finnish,Finland,FinnishEnglish,English,16,5,3,Female,Uralic,fin,111,539,0.0277,0.595079,13,17,TRUE
Finnish,Finland,FinnishEnglish,English,32,3,4,Female,Uralic,fin,111,479,0.0277,0.595079,13,17,TRUE
Finnish,Finland,FinnishEnglish,English,26,1,4,Female,Uralic,fin,111,589,0.0277,0.595079,13,17,TRUE
Finnish,Finland,FinnishEnglish,English,22,20,3,Female,Uralic,fin,111,597,0.0277,0.595079,13,17,TRUE
Finnish,Finland,FinnishEnglish,English,27,1,1,Male,Uralic,fin,111,483,0.0277,0.595079,13,17,TRUE
Finnish,Finland,FinnishEnglish,English,20,2,3,Female,Uralic,fin,111,501,0.0277,0.595079,13,17,TRUE
Finnish,Finland,FinnishEnglish,English,19,2,3,Female,Uralic,fin,111,525,0.0277,0.595079,13,17,TRUE
Finnish,Finland,FinnishEnglish,English,37,3,2,Female,Uralic,fin,111,514,0.0277,0.595079,13,17,TRUE
Finnish,Finland,FinnishEnglish,English,32,2,4,Female,Uralic,fin,111,517,0.0277,0.595079,13,17,TRUE
Finnish,Finland,FinnishEnglish,English,20,19,3,Male,Uralic,fin,111,576,0.0277,0.595079,13,17,TRUE
French,Brazil,FrenchEnglish,English,25,14,4,Female,Indo-European,fra,106,595,0.0128,0.398095,10,15,TRUE
French,France,FrenchEnglish,English,21,1,3,Male,Indo-European,fra,113,497,0.0128,0.398095,10,15,TRUE
French,Burundi,FrenchMonolingual,Monolingual,25,1,3,Female,Indo-European,fra,13,482,0.0128,0.398095,10,15,FALSE
French,France,FrenchEnglish,English,18,6,3,Male,Indo-European,fra,113,502,0.0128,0.398095,10,15,TRUE
French,France,FrenchEnglish,English,42,2,3,Male,Indo-European,fra,113,521,0.0128,0.398095,10,15,TRUE
French,France,FrenchEnglish,English,32,1,1,Female,Indo-European,fra,113,477,0.0128,0.398095,10,15,TRUE
French,France,FrenchEnglish,English,24,3,4,Female,Indo-European,fra,113,528,0.0128,0.398095,10,15,TRUE
French,USSR,FrenchRomansch,Romansch,20,1,2,Female,Indo-European,fra,90,560,0.0128,0.398095,10,15,TRUE
French,UnitedStates,FrenchEnglish,English,26,3,1,Female,Indo-European,fra,94,489,0.0128,0.398095,10,15,TRUE
French,France,FrenchEnglish,English,27,2,4,Female,Indo-European,fra,113,516,0.0128,0.398095,10,15,TRUE
Fulani,SierraLeone,FulaniEnglish,English,17,3,2,Male,Niger-Congo,fub,27,493,0.1271,0.595079,17,20,TRUE
Fulani,SierraLeone,FulaniEnglish,English,18,2,3,Male,Niger-Congo,fub,27,514,0.1271,0.595079,17,20,TRUE
Fulani,Guinea,FulaniFrench,French,17,5,2,Male,Niger-Congo,fub,30,575,0.1271,0.595079,17,20,TRUE
Fulani,SierraLeone,FulaniEnglish,English,17,2,3,Male,Niger-Congo,fub,27,462,0.1271,0.595079,17,20,TRUE
Fulani,SierraLeone,FulaniEnglish,English,17,4,2,Male,Niger-Congo,fub,27,512,0.1271,0.595079,17,20,TRUE
Fulani,SierraLeone,FulaniEnglish,English,26,3,3,Male,Niger-Congo,fub,27,495,0.1271,0.595079,17,20,TRUE
Fulani,SierraLeone,FulaniEnglish,English,17,2,2,Male,Niger-Congo,fub,27,506,0.1271,0.595079,17,20,TRUE
Fulani,SierraLeone,FulaniEnglish,English,30,9,1,Male,Niger-Congo,fub,27,511,0.1271,0.595079,17,20,TRUE
Fulani,SierraLeone,FulaniEnglish,English,18,3,1,Male,Niger-Congo,fub,27,449,0.1271,0.595079,17,20,TRUE
Fulani,SierraLeone,FulaniEnglish,English,16,3,1,Male,Niger-Congo,fub,27,499,0.1271,0.595079,17,20,TRUE
Georgian,USSR,GeorgianRussian,Russian,21,6,3,Female,Kartvelian,kat,90,446,0.0183,0.595079,24,27,TRUE
Georgian,USSR,GeorgianRussian,Russian,25,3,1,Female,Kartvelian,kat,90,507,0.0183,0.595079,24,27,TRUE
Georgian,Russia,GeorgianEnglish,English,35,2,2,Female,Kartvelian,kat,84,515,0.0183,0.595079,24,27,TRUE
Georgian,USSR,GeorgianRussian,Russian,19,4,3,Female,Kartvelian,kat,90,534,0.0183,0.595079,24,27,TRUE
Georgian,USSR,GeorgianRussian,Russian,31,4,4,Female,Kartvelian,kat,90,478,0.0183,0.595079,24,27,TRUE
Georgian,Georgia,GeorgianRussian,Russian,18,4,1,Female,Kartvelian,kat,81,508,0.0183,0.595079,24,27,TRUE
Georgian,Georgia,GeorgianEnglish,English,32,1,4,Female,Kartvelian,kat,81,483,0.0183,0.595079,24,27,TRUE
Georgian,USSR,GeorgianRussian,Russian,31,4,4,Female,Kartvelian,kat,90,506,0.0183,0.595079,24,27,TRUE
Georgian,USSR,GeorgianRussian,Russian,30,3,3,Male,Kartvelian,kat,90,517,0.0183,0.595079,24,27,TRUE
Georgian,Russia,GeorgianRussian,Russian,25,5,1,Male,Kartvelian,kat,84,495,0.0183,0.595079,24,27,TRUE
German,Switzerland,GermanEnglish,English,25,1,3,Female,Indo-European,deu,94,631,-0.0171,0.037325,6,13,TRUE
German,Germany,GermanSpanish,Spanish,37,1,4,Female,Indo-European,deu,101,581,-0.0171,0.037325,6,13,TRUE
German,Germany,GermanEnglish,English,29,1,4,Female,Indo-European,deu,101,568,-0.0171,0.037325,6,13,TRUE
German,Germany,GermanEnglish,English,26,1,4,Female,Indo-European,deu,101,555,-0.0171,0.037325,6,13,TRUE
German,Germany,GermanEnglish,English,22,0,3,Male,Indo-European,deu,101,532,-0.0171,0.037325,6,13,TRUE
German,Germany,GermanEnglish,English,28,0,1,Male,Indo-European,deu,101,521,-0.0171,0.037325,6,13,TRUE
German,Switzerland,GermanEnglish,English,27,1,3,Female,Indo-European,deu,94,589,-0.0171,0.037325,6,13,TRUE
German,Germany,GermanMonolingual,Monolingual,25,1,3,Female,Indo-European,deu,101,563,-0.0171,0.037325,6,13,FALSE
